customer_id,age,annual_income,credit_score,employment_status,loan_amount,loan_term_months,interest_rate,debt_to_income,state,application_date,default_flag
CUST_005397,48.0,58565.41,783.0,Student,25007.78,60,9.23,0.427,TEXAS,2021-03-03,0
CUST_005398,55.0,13367.63,782.0,Retired,16497.98,36,50.0,1.234,ZZ,2024-05-14,0
CUST_005399,18.0,22750.74,639.0,unemployed,17277.02,12,11.35,0.759,MI,2023-10-31,0
CUST_005400,49.0,52410.47,662.0,employed,298.42,72,12.52,0.006,florida,2020-08-09,0
CUST_005401,27.0,64884.06,,employed,11669.86,12,1.84,0.18,california,2022-03-03,1
CUST_005402,39.0,19738.34,590.0,N/A,30876.31,12,5.36,1.564,CA,2023-03-02,0
CUST_005403,53.0,8166.25,478.0,Part-time,21786.6,60,13.82,2.0,FL,2023-12-04,0
CUST_005404,46.0,44216.0,701.0,N/A,16992.66,96,9.62,0.384,ZZ,2022-02-02,0
CUST_005405,32.0,72062.2,601.0,Part-time,23853.93,24,8.16,0.331,NC,2023-11-13,0
CUST_005406,45.0,34661.8,671.0,part-time,38073.99,84,1.37,1.098,TX,2021-04-09,0
CUST_005407,22.0,28429.19,717.0,Employed ,37879.97,12,4.35,1.332,new york,2023-07-17,0
CUST_005408,62.0,129220.06,740.0,Student,12177.0,48,11.33,0.094,CA,2023-09-03,0
CUST_005409,41.0,7262.58,581.0,Retired,7357.47,48,7.0,1.013,CA ,2020-12-09,0
CUST_005410,61.0,64790.35,552.0,Unemployed,9126.06,12,10.24,0.141,FL,2022-04-12,0
CUST_005411,37.0,67960.7,708.0, Employed ,14736.91,48,7.22,0.217, TX,2020-12-25,0
CUST_005412,37.0,19588.25,,,1872.31,96,15.48,0.096,N/A,2021-12-04,0
CUST_005413,33.0,5707.5,593.0,retired,17880.42,96,8.36,2.0,PA,2022-01-02,0
CUST_005414,58.0,,749.0,N/A,12075.56,48,3.73,,MI,2020-09-01,0
CUST_005415,34.0,46976.93,646.0,Retired,28453.54,48,10.36,0.606,new york,2023-01-07,0
CUST_005416,54.0,,,Unknown,6402.49,36,8.74,,PA,2020-10-13,0
CUST_005417,39.0,23113.65,551.0,student,1372.14,96,6.51,0.059,CA ,2021-09-04,0
CUST_005418,18.0,41757.48,698.0,student,44994.13,96,9.14,1.077,GA,2024-11-16,0
CUST_005419,36.0,9485.91,674.0,Unknown,1410.1,36,11.85,0.149,99,2024-10-30,0
CUST_005420,27.0,64763.51,687.0,Unemployed,52422.88,72,7.73,0.809,N/A,2024-07-04,0
CUST_005421,45.0,10665.58,,Employed ,13762.95,96,5.44,1.29,TEXAS,2022-05-22,0
CUST_005422,27.0,35257.89,427.0,Part-time,1158.59,48,9.16,0.033,N/A,2024-08-13,1
CUST_005423,58.0,15794.22,711.0,employed,2689.92,84,6.45,0.17,ZZ,2024-08-20,0
CUST_005424,43.0,47589.44,770.0,,15226.53,84,9.55,0.32,FL,2022-11-14,0
CUST_005425,42.0,31231.96,488.0,student,318.26,24,12.55,0.01,NY,2023-02-05,0
CUST_005426,54.0,30257.31,607.0,self-employed,49332.9,84,4.84,1.63,99,2020-09-15,1
CUST_005427,59.0,34557.83,850.0,,31818.72,48,2.59,0.921,,2020-03-30,0
CUST_005428,44.0,37260.21,, Employed ,14045.85,96,15.84,0.377,new york,2024-08-04,0
CUST_005429,33.0,111807.75,,unemployed,52140.26,36,8.93,0.466,FL,2020-01-25,0
CUST_005430,18.0,,812.0,N/A,6015.34,96,4.51,,OH,2020-06-15,0
CUST_005431,34.0,21011.22,601.0,Unemployed,38402.34,96,5.3,1.828,MI,2020-03-21,0
CUST_005432,35.0,22382.32,850.0,Self-Employed,32708.0,12,6.98,1.461,FL,2022-11-13,0
CUST_005433,46.0,81720.66,476.0,Part-time,17436.84,84,9.47,0.213,MI,2021-04-06,0
CUST_005434,,,700.0,N/A,7679.23,96,0.77,,FL,2021-11-23,0
CUST_005435,55.0,36671.34,684.0,Unemployed,16343.91,48,10.74,0.446,N/A,2021-01-13,0
CUST_005436,35.0,9408.51,539.0,PART-TIME,63033.15,60,6.3,2.0, TX,2024-06-14,1
CUST_005437,44.0,33067.82,575.0,Employed ,1767.32,36,13.25,0.053,IL,2022-02-23,0
CUST_005438,62.0,15025.52,588.0,self-employed,4488.08,36,9.74,0.299,CA,2023-12-23,0
CUST_005439,,21602.52,505.0,self-employed,20650.43,36,11.36,0.956, TX,2020-07-08,0
CUST_005440,44.0,42247.93,508.0,,22690.54,12,7.75,0.537,N/A,2023-10-19,0
CUST_005441,35.0,58934.4,617.0,Self-Employed,3593.8,96,9.28,0.061,TEXAS,2022-02-17,0
CUST_005442,35.0,20497.68,601.0,retired,32828.17,60,12.93,1.601,PA,2020-09-26,0
CUST_005443,32.0,89129.05,584.0,Unemployed,52756.35,60,5.77,0.592,99,2023-06-20,0
CUST_005444,36.0,14077.41,733.0,Part-time,1660.31,84,9.91,0.118,california,2020-04-17,0
CUST_005445,56.0,67926.98,574.0,retired,73186.37,60,10.22,1.077,ZZ,2023-01-29,0
CUST_005446,,26001.43,,student,6603.78,36,12.86,0.254,florida,2022-03-11,0
CUST_005447,24.0,,649.0,,7388.25,48,6.45,,,2020-06-21,1
CUST_005448,71.0,25975.85,618.0,part-time,918.78,48,5.79,0.035,NC,2022-03-26,0
CUST_005449,49.0,20821.68,513.0, Employed ,13759.49,72,12.31,0.661,N/A,2020-10-31,0
CUST_005450,23.0,59130.31,632.0,EMPLOYED,61914.71,60,7.78,1.047,florida,2020-07-27,1
CUST_005451,38.0,51691.87,585.0,self-employed,3510.53,36,5.62,0.068,FL,2022-07-02,1
CUST_005452,46.0,,746.0,N/A,17201.13,48,6.91,,IL,2020-02-06,0
CUST_005453,70.0,56020.51,713.0, Employed ,6416.56,84,4.07,0.115,NC,2022-02-10,0
CUST_005454,28.0,32669.24,591.0,unemployed,376.32,24,8.41,0.012,NC,2024-08-25,0
CUST_005455,59.0,40856.55,560.0,EMPLOYED,87080.27,48,0.1,2.0,,2024-05-11,0
CUST_005456,,47559.59,560.0,Student,25188.06,84,9.35,0.53,N/A,2020-03-21,0
CUST_005457,35.0,11792.59,625.0,part-time,26595.5,48,3.57,2.0,TX,2023-08-25,0
CUST_005458,40.0,36393.3,754.0,Employed ,21750.99,24,12.56,0.598,FL,2021-01-03,0
CUST_005459,29.0,11270.36,768.0,Student,3103.59,48,6.24,0.275,NC,2021-09-23,0
CUST_005460,41.0,15691.47,383.0,student,4630.94,12,5.85,0.295,N/A,2021-06-11,0
CUST_005461,44.0,33278.76,801.0,employed,9744.38,72,8.63,0.293,ZZ,2021-03-26,0
CUST_005462,54.0,79383.2,638.0,,107927.58,36,9.76,1.36,FL,2024-06-06,0
CUST_005463,61.0,30126.58,512.0,Employed,22329.87,12,8.61,0.741,TX,2024-03-12,0
CUST_005464,33.0,27349.62,644.0,,11681.56,84,3.31,0.427,ZZ,2024-04-03,0
CUST_005465,18.0,25301.94,567.0,part-time,13261.15,84,8.88,0.524,florida,2024-01-30,0
CUST_005466,44.0,49697.08,815.0,part-time,51073.72,12,8.25,1.028,,2024-08-04,0
CUST_005467,49.0,14832.96,592.0,retired,4373.95,36,8.13,0.295,TX,2023-04-10,0
CUST_005468,48.0,11798.75,554.0,Retired,7738.96,72,10.35,0.656,TX,2024-01-06,0
CUST_005469,40.0,107140.93,850.0,,9268.47,240,6.02,0.087,MI,2024-02-03,0
CUST_005470,46.0,50583.02,689.0,Unemployed,45583.08,48,4.88,0.901,99,2020-09-25,0
CUST_005471,67.0,,,Employed ,29992.45,60,10.47,, TX,2022-01-14,0
CUST_005472,50.0,21727.4,835.0,Unemployed,17870.3,60,2.26,0.822,florida,2024-10-22,0
CUST_005473,39.0,23280.35,780.0,,7558.77,12,9.41,0.325,GA,2021-07-21,0
CUST_005474,37.0,12778.74,588.0,part-time,4518.0,60,4.62,0.354,99,2021-07-28,0
CUST_005475,,28265.12,569.0,Part-time,8032.12,72,12.99,0.284,Unknown,2021-12-03,0
CUST_005476,69.0,36978.1,659.0,Student,53029.38,12,3.84,1.434,ZZ,2024-03-26,0
CUST_005477,42.0,,633.0,EMPLOYED,48209.11,36,3.91,,california,2021-03-20,0
CUST_005478,44.0,39522.1,578.0,part-time,10962.07,72,15.96,0.277,NC,2021-09-17,1
CUST_005479,,65753.46,648.0,Employed,7876.62,84,12.54,0.12,TX,2020-03-13,1
CUST_005480,61.0,28764.96,,Retired,43185.46,72,5.92,1.501,PA,2024-05-21,0
CUST_005481,74.0,25160.87,754.0, Employed ,11820.15,24,4.54,0.47,MI,2022-01-01,0
CUST_005482,-5.0,36137.0,688.0,retired,789.37,12,5.54,0.022,IL,2024-03-10,1
CUST_005483,46.0,72034.27,615.0,Employed ,8485.01,24,9.65,0.118,N/A,2024-05-28,0
CUST_005484,45.0,22492.71,637.0,EMPLOYED,18693.94,48,9.41,0.831,,2021-06-24,0
CUST_005485,18.0,,,student,57860.06,96,7.22,,new york,2020-07-29,0
CUST_005486,56.0,42447.13,710.0,unemployed,11053.52,36,13.99,0.26, TX,2023-07-07,0
CUST_005487,47.0,35608.08,656.0,Employed ,5492.03,60,5.98,0.154,TEXAS,2020-05-02,0
CUST_005488,51.0,72431.46,758.0,unemployed,9706.34,72,2.45,0.134,Unknown,2021-07-05,1
CUST_005489,34.0,,533.0,Student,1175.03,12,17.04,, TX,2023-11-07,0
CUST_005490,39.0,32447.59,748.0,,45820.51,12,11.43,1.412,TX,2020-05-23,0
CUST_005491,150.0,34796.45,712.0,self-employed,679.88,48,7.84,0.02,new york,2022-12-22,0
CUST_005492,60.0,,507.0,Unemployed,19.46,36,9.17,,ZZ,2020-10-07,0
CUST_005493,39.0,31981.28,584.0,student,19045.27,24,8.89,0.595,CA,2020-10-17,0
CUST_005494,76.0,15488.81,799.0,self-employed,3344.53,36,3.31,0.216,IL,2022-04-25,0
CUST_005495,51.0,30779.8,702.0,student,7021.71,96,8.45,0.228,99,2023-02-15,0
CUST_005496,25.0,35629.65,638.0,Retired,13505.52,48,9.88,16.86,TEXAS,2024-12-02,1
CUST_005497,43.0,52411.85,682.0,Unemployed,31415.61,24,9.73,0.599,,2020-09-25,0
CUST_005498,35.0,181889.05,651.0,Employed,9804.47,24,0.87,0.054,OH,2023-05-21,0
CUST_005499,18.0,106507.42,686.0,part-time,62981.06,12,9.1,0.591,NY,2023-04-27,0
CUST_005500,68.0,,743.0,self-employed,12073.32,96,9.99,,CA,2024-03-18,0
CUST_005501,55.0,56778.12,831.0,N/A,50511.9,12,8.34,0.89,,2021-02-08,0
CUST_005502,52.0,26360.5,,Employed ,12041.65,84,4.61,0.457,CA,2024-09-27,0
CUST_005503,47.0,42332.2,766.0, Employed ,14519.58,96,12.7,0.343,new york,2022-10-25,0
CUST_005504,24.0,43091.74,612.0,PART-TIME,63438.29,36,8.39,1.472,,2020-05-10,0
CUST_005505,37.0,16574.74,527.0,PART-TIME,22472.53,24,7.82,1.356,IL,2024-05-01,0
CUST_005506,57.0,25117.97,780.0,Self-Employed,3235.61,12,8.0,0.129,ZZ,2021-11-18,0
CUST_005507,,,580.0,unemployed,18253.62,2,3.81,,california,2021-12-24,0
CUST_005508,18.0,31559.96,749.0, Employed ,5103.57,84,14.76,0.162,PA,2023-08-17,0
CUST_005509,41.0,35286.67,757.0,self-employed,7411.64,24,12.11,0.21,NY,2024-08-27,0
CUST_005510,,34256.8,844.0,Employed,36421.72,96,6.29,1.063,N/A,2021-10-05,0
CUST_005511,47.0,16298.33,773.0,N/A,22923.2,60,2.34,1.406,FL,2020-02-04,1
CUST_005512,55.0,34068.62,780.0,Unknown,6762.08,84,10.19,0.198,OH,2020-12-03,0
CUST_005513,54.0,41346.07,767.0,PART-TIME,93.99,12,10.89,0.002,TX,2020-03-19,0
CUST_005514,48.0,52537.23,672.0,employed,15150.78,84,8.71,0.288,ZZ,2024-11-28,0
CUST_005515,62.0,45016.37,785.0,Self-Employed,5758.21,96,7.42,0.128,CA,2022-12-06,0
CUST_005516,22.0,28274.27,623.0,unemployed,574.41,84,3.17,0.02,99,2020-08-15,0
CUST_005517,,32421.69,587.0,Employed,1307.45,96,10.42,0.04,CA,2024-11-24,0
CUST_005518,,44563.78,709.0,Part-time,22371.21,12,3.12,0.502,OH,2021-05-23,0
CUST_005519,26.0,,773.0,Employed,10698.42,12,9.38,,TX,2022-05-04,0
CUST_005520,22.0,,,PART-TIME,6089.18,72,10.83,,TEXAS,2020-05-13,0
CUST_005521,33.0,26831.77,610.0,Unemployed,42355.37,84,7.52,1.578, TX,2020-07-19,0
CUST_005522,35.0,49488.61,506.0,Employed,34869.23,96,7.69,17.514,CA ,2022-05-26,0
CUST_005523,56.0,64683.79,567.0,employed,12554.28,60,0.43,0.194,CA,2022-09-11,1
CUST_005524,35.0,76546.42,580.0,,6447.88,48,5.53,0.084,ZZ,2022-11-30,0
CUST_005525,32.0,18426.91,772.0,Student,14152.06,60,6.97,0.768,OH,2023-10-11,0
CUST_005526,35.0,169399.55,,Unknown,27961.44,72,3.33,0.165,99,2021-09-21,0
CUST_005527,61.0,20628.32,698.0,,216.05,48,12.61,0.01,CA,2020-09-29,0
CUST_005528,45.0,,499.0,Employed ,18964.2,96,6.01,,NC,2020-08-05,1
CUST_005529,42.0,94077.99,780.0, Employed ,24766.28,36,7.01,0.263,NC,2023-03-07,0
CUST_005530,43.0,9573.51,673.0, Employed ,33943.05,12,14.21,2.0,TX,2024-01-17,0
CUST_005531,64.0,40311.83,514.0,Part-time,4882.61,48,11.77,0.121,99,2021-04-16,1
CUST_005532,33.0,,598.0,,4549.0,24,14.13,,,2020-04-16,0
CUST_005533,64.0,11895.75,572.0,Unknown,4859.95,72,12.58,0.409,new york,2020-05-06,0
CUST_005534,48.0,12037.75,673.0,Student,53598.56,84,10.72,2.0,,2020-08-27,0
CUST_005535,42.0,89119.91,614.0,student,3039.18,96,5.93,0.034,ZZ,2022-09-22,0
CUST_005536,82.0,,620.0, Employed ,28933.2,48,3.79,,N/A,2022-01-13,1
CUST_005537,29.0,77549.34,566.0,part-time,86475.82,72,11.05,1.115,california,2024-01-27,0
CUST_005538,39.0,15806.09,527.0,self-employed,58481.56,48,6.75,2.0,new york,2021-12-03,0
CUST_005539,26.0,45716.74,732.0,Employed,10548.98,24,0.99,0.231,PA,2020-04-14,0
CUST_005540,59.0,221021.81,749.0,Part-time,36570.71,36,9.9,0.165,IL,2022-12-04,0
CUST_005541,70.0,30041.52,,Employed,22181.79,72,9.24,0.738,,2021-06-07,0
CUST_005542,70.0,37809.23,699.0,,40569.37,12,4.33,1.073,NC,2022-03-27,1
CUST_005543,63.0,36640.02,560.0,employed,3514.8,60,12.97,0.096,OH,2021-01-20,1
CUST_005544,42.0,33273.84,728.0,unemployed,28958.03,72,5.71,0.87,california,2024-03-11,0
CUST_005545,39.0,19466.78,636.0,EMPLOYED,17664.72,72,15.63,0.907,IL,2021-08-20,0
CUST_005546,19.0,37611.61,576.0,Unknown,15535.34,72,12.71,0.413,california,2020-05-24,1
CUST_005547,75.0,133541.9,547.0,PART-TIME,26105.35,72,11.73,0.195,,2021-03-18,0
CUST_005548,52.0,34880.45,759.0,Retired,6378.24,36,6.56,0.183,florida,2020-09-19,1
CUST_005549,37.0,96454.8,510.0,unemployed,1550.4,60,9.05,0.016,GA,2020-10-02,1
CUST_005550,64.0,,,PART-TIME,13947.96,60,9.36,,N/A,2020-08-15,0
CUST_005551,30.0,18941.38,458.0,EMPLOYED,7194.56,36,7.57,0.38,new york,2023-02-15,1
CUST_005552,51.0,55950.39,553.0,retired,5925.19,48,8.55,0.106,california,2022-08-13,0
CUST_005553,42.0,14307.35,522.0, Employed ,130346.23,36,14.04,2.0,FL,2022-05-15,0
CUST_005554,54.0,32450.42,405.0,N/A,4409.46,60,6.26,0.136,NC,2024-10-03,0
CUST_005555,44.0,267270.56,596.0,Part-time,5372.67,36,9.96,0.02,,2022-04-08,0
CUST_005556,23.0,,616.0,self-employed,8125.79,24,6.69,,IL,2023-05-10,0
CUST_005557,46.0,46403.22,532.0,student,13743.38,96,3.46,0.296, TX,2020-07-07,0
CUST_005558,60.0,,588.0,unemployed,40668.11,72,11.9,,MI,2024-11-07,0
CUST_005559,44.0,22381.64,626.0, Employed ,3881.26,84,9.79,0.173,,2024-11-11,1
CUST_005560,56.0,18612.87,460.0,Employed,19140.43,96,11.65,1.028,CA ,2021-09-12,1
CUST_005561,29.0,15933.73,653.0,Employed,9193.9,48,75.0,0.577,PA,2024-11-01,0
CUST_005562,44.0,70477.22,710.0,Unemployed,31882.59,96,6.51,0.452,california,2022-11-06,0
CUST_005563,35.0,63059.89,679.0,self-employed,18420.01,48,9.76,0.292,florida,2022-02-27,1
CUST_005564,56.0,31829.13,681.0,retired,31704.01,96,10.97,0.996,FL,2024-02-01,0
CUST_005565,45.0,23455.62,,retired,38632.98,60,12.32,1.647, TX,2024-06-17,0
CUST_005566,55.0,64924.89,684.0,PART-TIME,48637.97,72,8.18,0.749,IL,2020-04-17,0
CUST_005567,61.0,139752.49,756.0,Student,108874.7,72,10.11,0.779,ZZ,2023-11-09,0
CUST_005568,55.0,80264.15,850.0,PART-TIME,19291.99,48,14.22,0.24,NY,2021-09-09,0
CUST_005569,49.0,39635.73,546.0,student,20296.6,72,7.27,0.512,new york,2020-01-11,0
CUST_005570,30.0,,567.0,retired,3029.92,60,9.4,,PA,2020-09-03,0
CUST_005571,44.0,78787.71,552.0,retired,2220.75,72,8.03,0.028,ZZ,2023-03-28,0
CUST_005572,37.0,41035.71,777.0,,13374.01,24,9.17,0.326,,2021-12-31,0
CUST_005573,39.0,41004.38,805.0,Employed ,23663.04,60,12.94,0.577,N/A,2023-11-05,0
CUST_005574,39.0,23806.32,726.0,Part-time,5705.63,24,6.6,0.24, TX,2022-05-26,0
CUST_005575,30.0,70466.91,517.0,unemployed,7925.02,72,5.8,0.112,Unknown,2024-04-26,1
CUST_005576,18.0,,619.0,EMPLOYED,24087.99,84,11.3,,GA,2022-07-16,0
CUST_005577,,16591.18,684.0,Part-time,4756.55,24,13.33,0.287,N/A,2023-06-12,0
CUST_005578,47.0,17057.18,,Unemployed,14736.59,48,3.84,0.864,new york,2024-03-22,0
CUST_005579,24.0,35161.37,843.0,N/A,15470.76,48,7.42,0.44,,2023-02-06,0
CUST_005580,45.0,17047.6,756.0,Self-Employed,49766.85,60,9.51,2.0,new york,2023-02-08,0
CUST_005581,73.0,319903.49,751.0,Retired,10292.45,60,8.64,0.032,new york,2022-09-12,0
CUST_005582,60.0,53637.8,607.0,Student,4728.3,96,8.95,0.088,Unknown,2023-03-30,0
CUST_005583,69.0,24465.73,691.0,Retired,3820.65,48,8.72,0.156,99,2020-09-25,0
CUST_005584,50.0,42077.06,485.0,Employed ,6938.86,96,6.15,0.165, TX,2023-03-04,1
CUST_005585,62.0,,,retired,6540.12,84,0.3,,TX,2023-06-05,0
CUST_005586,34.0,43227.56,667.0,Self-Employed,27741.68,96,8.42,0.642,GA,2023-12-18,0
CUST_005587,35.0,16844.24,,part-time,18014.37,60,7.77,1.069,TX,2024-02-04,0
CUST_005588,18.0,33259.0,620.0,,22940.97,36,3.72,0.69,NC,2022-04-25,0
CUST_005589,62.0,29980.36,796.0,EMPLOYED,19901.02,60,6.32,0.664,CA,2024-05-27,0
CUST_005590,68.0,25243.04,646.0,EMPLOYED,13126.48,36,11.35,0.52,CA,2020-07-31,0
CUST_005591,36.0,18715.29,712.0,,52698.67,84,7.87,2.0,99,2020-12-31,0
CUST_005592,150.0,73160.85,850.0,unemployed,34011.27,60,9.1,0.465,TX,2021-10-08,0
CUST_005593,33.0,52936.32,604.0,retired,4735.29,84,5.08,0.089,CA ,2021-10-04,0
CUST_005594,50.0,52604.85,735.0,Self-Employed,11021.26,36,10.4,0.21,NY,2021-05-06,0
CUST_005595,61.0,8251.05,,Employed ,6790.75,24,15.62,0.823,NY,2023-09-29,0
CUST_005596,18.0,26395.82,760.0,unemployed,27383.73,96,10.18,1.037,,2022-09-11,0
CUST_005597,51.0,98703.87,,Employed ,8445.8,84,9.9,0.086,,2021-09-25,0
CUST_005598,40.0,49735.76,755.0,Unknown,20444.96,84,9.31,0.411,Unknown,2023-07-20,0
CUST_005599,46.0,,,Part-time,6912.26,12,6.39,,GA,2020-05-18,0
CUST_005600,51.0,137797.29,629.0,student,3766.32,60,11.57,0.027,GA,2020-04-13,0
CUST_005601,42.0,5221.31,755.0,Retired,184.63,72,8.11,0.035,,2020-09-12,0
CUST_005602,43.0,40216.85,478.0,Self-Employed,104511.49,60,14.02,2.0,99,2022-10-22,0
CUST_005603,41.0,143283.5,662.0,Unemployed,4956.7,96,14.22,0.035,NY,2022-05-31,0
CUST_005604,59.0,10358.14,780.0,N/A,35704.98,24,6.78,2.0,new york,2021-05-10,0
CUST_005605,51.0,24807.24,850.0,Unknown,34528.84,48,10.95,1.392,CA ,2023-12-08,0
CUST_005606,48.0,,523.0,Part-time,5382.77,48,6.62,,OH,2021-11-21,0
CUST_005607,25.0,112339.1,537.0,Unknown,10744.6,84,12.22,0.096,GA,2024-10-04,0
CUST_005608,39.0,18858.04,597.0,EMPLOYED,36171.35,48,5.68,1.918,,2023-02-10,0
CUST_005609,58.0,80447.37,666.0,Unknown,23411.27,24,9.26,0.291,CA ,2020-11-18,0
CUST_005610,45.0,,585.0,employed,9236.84,72,10.16,,florida,2021-07-19,0
CUST_005611,54.0,12990.16,739.0,N/A,59573.36,84,10.96,2.0,N/A,2023-08-10,0
CUST_005612,71.0,,621.0,,8381.4,12,5.23,,ZZ,2022-03-07,0
CUST_005613,60.0,53280.88,578.0,retired,4766.85,48,9.96,0.089,california,2020-03-08,0
CUST_005614,,67541.09,545.0,part-time,3173.37,240,9.19,0.047,florida,2024-08-22,0
CUST_005615,37.0,34323.85,655.0,student,24167.55,84,4.87,0.704,CA ,2021-07-16,0
CUST_005616,18.0,37066.46,696.0,,588.68,60,12.2,0.016,PA,2024-12-18,1
CUST_005617,42.0,,740.0,part-time,37395.39,24,13.64,,CA,2023-08-27,0
CUST_005618,40.0,29972.38,611.0,part-time,7254.47,84,8.69,0.242,GA,2024-09-16,1
CUST_005619,50.0,109221.53,697.0,employed,9234.58,24,8.07,0.085,99,2020-12-03,0
CUST_005620,42.0,22901.18,807.0,,32372.74,36,7.32,1.414, TX,2020-11-26,0
CUST_005621,40.0,247224.62,772.0,self-employed,33659.24,60,16.61,0.136,GA,2021-06-30,1
CUST_005622,18.0,17892.08,608.0,PART-TIME,10216.81,96,11.5,0.571,CA,2022-09-06,0
CUST_005623,30.0,,718.0,,16140.87,96,6.21,,FL,2024-03-13,0
CUST_005624,,16761.37,631.0,Unemployed,22739.35,36,3.41,1.357,FL,2024-01-19,0
CUST_005625,70.0,68136.97,606.0,student,23333.96,36,7.13,0.342,FL,2023-12-20,0
CUST_005626,43.0,36093.15,,Part-time,15273.76,12,7.16,0.423,california,2021-04-07,0
CUST_005627,,45356.83,827.0,,37171.52,48,9.32,0.82,NC,2024-03-01,0
CUST_005628,59.0,61857.71,579.0,Part-time,36832.51,24,8.64,0.595,NY,2023-01-10,0
CUST_005629,,44213.12,634.0,unemployed,37783.29,36,12.16,0.855,california,2020-02-22,1
CUST_005630,50.0,41202.82,459.0,Unknown,6245.46,96,0.1,0.152,IL,2021-08-07,0
CUST_005631,33.0,8213.86,759.0,,5938.64,72,10.22,0.723,Unknown,2024-05-24,1
CUST_005632,57.0,109410.61,646.0,self-employed,3012.32,60,11.36,0.028,new york,2023-03-12,0
CUST_005633,47.0,123401.78,768.0,retired,35019.95,24,2.75,0.284,california,2024-08-11,0
CUST_005634,49.0,33348.08,685.0,PART-TIME,1251.56,48,5.72,0.038,new york,2020-05-20,0
CUST_005635,33.0,56704.29,663.0,unemployed,2907.58,24,6.95,0.051,ZZ,2021-09-26,0
CUST_005636,55.0,,734.0,retired,52130.66,12,10.12,,OH,2021-12-10,0
CUST_005637,76.0,58748.27,648.0,employed,2673.22,48,7.18,0.046,FL,2023-02-20,0
CUST_005638,29.0,23735.84,466.0,,2585.84,84,8.39,0.109,new york,2023-05-03,0
CUST_005639,39.0,13892.99,676.0, Employed ,47961.96,48,5.98,2.0,,2022-08-01,0
CUST_005640,48.0,60329.01,761.0,Employed,7424.28,24,8.7,0.123, TX,2022-10-25,0
CUST_005641,,40590.74,563.0,part-time,42643.95,72,6.48,1.051,florida,2023-05-31,1
CUST_005642,36.0,,,Unemployed,9485.26,60,5.69,,N/A,2020-08-17,1
CUST_005643,18.0,19743.83,578.0,employed,9356.59,36,8.95,0.474,ZZ,2021-04-10,0
CUST_005644,65.0,27646.17,682.0,employed,2904.74,96,0.0,0.105,OH,2021-05-07,0
CUST_005645,56.0,47543.02,532.0,,50173.18,72,9.34,1.055,florida,2021-04-22,0
CUST_005646,18.0,28695.38,638.0,Retired,28683.41,36,7.78,1.0,new york,2024-02-10,0
CUST_005647,35.0,,690.0,Unknown,5114.61,72,11.73,,Unknown,2021-11-18,0
CUST_005648,68.0,35424.02,562.0,Part-time,26024.2,84,7.03,0.735,florida,2021-08-06,1
CUST_005649,66.0,,779.0,N/A,2189.44,36,8.24,,GA,2021-07-08,0
CUST_005650,59.0,11509.07,717.0,part-time,14838.8,96,12.24,1.289,NY,2021-10-17,0
CUST_005651,42.0,27314.85,549.0,Student,5867.76,96,7.12,0.215,CA,2024-12-08,0
CUST_005652,46.0,15040.67,719.0,Employed ,38020.48,24,6.77,2.0,TX,2020-12-02,0
CUST_005653,43.0,,567.0,retired,14313.14,60,10.88,,florida,2020-09-21,1
CUST_005654,61.0,18995.87,598.0,,50819.78,24,5.31,2.0,NC,2024-10-28,0
CUST_005655,31.0,77002.07,654.0,Self-Employed,17597.47,72,12.34,0.229, TX,2024-10-21,0
CUST_005656,32.0,26135.74,,,14022.66,36,2.3,0.537,99,2024-08-09,0
CUST_005657,60.0,22903.54,,Student,23679.13,36,8.74,1.034,,2023-12-21,0
CUST_005658,,18645.58,691.0,Employed,30646.88,96,6.42,1.644,N/A,2020-01-23,0
CUST_005659,65.0,44391.84,793.0,,307.51,72,9.59,0.007,florida,2022-11-05,0
CUST_005660,34.0,,676.0,EMPLOYED,14774.76,36,13.19,,NC,2021-10-29,0
CUST_005661,44.0,,586.0,part-time,29896.97,60,4.8,,,2021-10-13,0
CUST_005662,31.0,33087.47,719.0,Employed,10467.92,72,4.0,0.316,GA,2022-11-10,0
CUST_005663,45.0,23916.81,595.0,employed,923.39,96,12.18,0.039,N/A,2022-10-13,0
CUST_005664,22.0,43267.95,621.0,self-employed,354.19,12,7.76,0.008,MI,2020-09-09,0
CUST_005665,37.0,25074.48,706.0,Student,31583.08,36,8.24,1.26,TEXAS,2020-07-05,0
CUST_005666,,45598.59,708.0,,4414.82,36,7.65,0.097,GA,2021-06-26,0
CUST_005667,,23483.5,631.0,employed,3845.42,60,7.34,0.164, TX,2024-02-11,0
CUST_005668,55.0,20029.3,618.0,Student,6837.43,24,5.58,0.341,,2023-05-26,0
CUST_005669,19.0,44563.0,832.0,retired,2155.45,72,7.72,0.048,CA,2023-10-20,0
CUST_005670,65.0,,430.0,N/A,1095.18,48,5.8,,OH,2023-12-22,0
CUST_005671,82.0,356952.11,686.0,part-time,41154.94,48,11.7,0.115,N/A,2020-08-21,0
CUST_005672,45.0,27661.45,651.0,unemployed,7213.19,96,6.73,0.261,MI,2024-05-01,0
CUST_005673,35.0,67364.06,607.0,N/A,17464.24,60,12.69,0.259,florida,2023-11-02,0
CUST_005674,85.0,25447.89,,Unemployed,39010.54,12,10.64,1.533,N/A,2020-01-13,0
CUST_005675,25.0,66507.85,552.0,part-time,75849.05,72,5.29,1.14,,2020-12-04,0
CUST_005676,45.0,102918.47,519.0,,23326.5,24,5.1,0.227,GA,2023-10-21,0
